時刻,右目x座標,右目y座標,左目x座標,左目y座標,右目瞳孔径,左目瞳孔径,右目TorF,左目TorF
42:27.1,0.241449475,0.126413673,nan, nan,2.996643066,nan,TRUE,FALSE
42:27.1,0.241449475,0.126413673,nan, nan,2.996643066,nan,TRUE,FALSE
42:27.1,0.241449475,0.126413673,nan, nan,2.996643066,nan,TRUE,FALSE
42:27.1,0.242396101,0.125247255,nan, nan,2.996231079,nan,TRUE,FALSE
42:27.1,0.242396101,0.125247255,nan, nan,2.996231079,nan,TRUE,FALSE
42:27.1,0.242396101,0.125247255,nan, nan,2.996231079,nan,TRUE,FALSE
42:27.2,0.242482796,0.121638462,nan, nan,3.008865356,nan,TRUE,FALSE
42:27.2,0.242482796,0.121638462,nan, nan,3.008865356,nan,TRUE,FALSE
42:27.2,0.242482796,0.121638462,nan, nan,3.008865356,nan,TRUE,FALSE
42:27.2,0.240685269,0.11699003,nan, nan,3.021118164,nan,TRUE,FALSE
42:27.2,0.240685269,0.11699003,nan, nan,3.021118164,nan,TRUE,FALSE
42:27.2,0.240685269,0.11699003,nan, nan,3.021118164,nan,TRUE,FALSE
42:27.2,0.238917813,0.109409735,nan, nan,3.053161621,nan,TRUE,FALSE
42:27.2,0.238917813,0.109409735,nan, nan,3.053161621,nan,TRUE,FALSE
42:27.2,0.238917813,0.109409735,nan, nan,3.053161621,nan,TRUE,FALSE
42:27.2,0.237534925,0.10571555,nan, nan,3.059768677,nan,TRUE,FALSE
42:27.2,0.237534925,0.10571555,nan, nan,3.059768677,nan,TRUE,FALSE
42:27.2,0.237534925,0.10571555,nan, nan,3.059768677,nan,TRUE,FALSE
42:27.2,0.236562446,0.098438539,nan, nan,3.074798584,nan,TRUE,FALSE
42:27.2,0.236562446,0.098438539,nan, nan,3.074798584,nan,TRUE,FALSE
42:27.2,0.236562446,0.098438539,nan, nan,3.074798584,nan,TRUE,FALSE
42:27.2,0.236242443,0.095051952,nan, nan,3.081466675,nan,TRUE,FALSE
42:27.2,0.236242443,0.095051952,nan, nan,3.081466675,nan,TRUE,FALSE
42:27.2,0.236242443,0.095051952,nan, nan,3.081466675,nan,TRUE,FALSE
42:27.3,0.237816259,0.091376938,nan, nan,3.100906372,nan,TRUE,FALSE
42:27.3,0.237816259,0.091376938,nan, nan,3.100906372,nan,TRUE,FALSE
42:27.3,0.237816259,0.091376938,nan, nan,3.100906372,nan,TRUE,FALSE
42:27.3,0.237340286,0.093825221,nan, nan,3.109939575,nan,TRUE,FALSE
42:27.3,0.237340286,0.093825221,nan, nan,3.109939575,nan,TRUE,FALSE
42:27.3,0.237340286,0.093825221,nan, nan,3.109939575,nan,TRUE,FALSE
42:27.3,0.237056851,0.092266053,nan, nan,3.116699219,nan,TRUE,FALSE
42:27.3,0.237056851,0.092266053,nan, nan,3.116699219,nan,TRUE,FALSE
42:27.3,0.237056851,0.092266053,nan, nan,3.116699219,nan,TRUE,FALSE
42:27.3,0.23720713,0.090577222,nan, nan,3.115081787,nan,TRUE,FALSE
42:27.3,0.23720713,0.090577222,nan, nan,3.115081787,nan,TRUE,FALSE
42:27.3,0.23720713,0.090577222,nan, nan,3.115081787,nan,TRUE,FALSE
42:27.3,0.23662658,0.090746149,nan, nan,3.123764038,nan,TRUE,FALSE
42:27.3,0.23662658,0.090746149,nan, nan,3.123764038,nan,TRUE,FALSE
42:27.3,0.23662658,0.090746149,nan, nan,3.123764038,nan,TRUE,FALSE
42:27.3,0.236398041,0.089923434,nan, nan,3.132522583,nan,TRUE,FALSE
42:27.3,0.236398041,0.089923434,nan, nan,3.132522583,nan,TRUE,FALSE
42:27.3,0.236398041,0.089923434,nan, nan,3.132522583,nan,TRUE,FALSE
42:27.4,0.233666077,0.090546831,nan, nan,3.149032593,nan,TRUE,FALSE
42:27.4,0.233666077,0.090546831,nan, nan,3.149032593,nan,TRUE,FALSE
42:27.4,0.233666077,0.090546831,nan, nan,3.149032593,nan,TRUE,FALSE
42:27.4,0.234338477,0.090122692,nan, nan,3.159118652,nan,TRUE,FALSE
42:27.4,0.234338477,0.090122692,nan, nan,3.159118652,nan,TRUE,FALSE
42:27.4,0.234338477,0.090122692,nan, nan,3.159118652,nan,TRUE,FALSE
42:27.4,0.234918267,0.089555711,nan, nan,3.171157837,nan,TRUE,FALSE
42:27.4,0.234918267,0.089555711,nan, nan,3.171157837,nan,TRUE,FALSE
42:27.4,0.234918267,0.089555711,nan, nan,3.171157837,nan,TRUE,FALSE
42:27.4,0.234789342,0.088934027,nan, nan,3.18737793,nan,TRUE,FALSE
42:27.4,0.234789342,0.088934027,nan, nan,3.18737793,nan,TRUE,FALSE
42:27.4,0.234789342,0.088934027,nan, nan,3.18737793,nan,TRUE,FALSE
42:27.4,0.234278947,0.082396775,nan, nan,3.202514648,nan,TRUE,FALSE
42:27.4,0.234278947,0.082396775,nan, nan,3.202514648,nan,TRUE,FALSE
42:27.4,0.234278947,0.082396775,nan, nan,3.202514648,nan,TRUE,FALSE
42:27.4,0.233319089,0.083871782,nan, nan,3.199783325,nan,TRUE,FALSE
42:27.4,0.233319089,0.083871782,nan, nan,3.199783325,nan,TRUE,FALSE
42:27.4,0.233319089,0.083871782,nan, nan,3.199783325,nan,TRUE,FALSE
42:27.5,0.234468639,0.084186971,nan, nan,3.221572876,nan,TRUE,FALSE
42:27.5,0.234468639,0.084186971,nan, nan,3.221572876,nan,TRUE,FALSE
42:27.5,0.234468639,0.084186971,nan, nan,3.221572876,nan,TRUE,FALSE
42:27.5,0.234266534,0.082239181,nan, nan,3.229690552,nan,TRUE,FALSE
42:27.5,0.234266534,0.082239181,nan, nan,3.229690552,nan,TRUE,FALSE
42:27.5,0.234266534,0.082239181,nan, nan,3.229690552,nan,TRUE,FALSE
42:27.5,0.232164755,0.07983996,nan, nan,3.242584229,nan,TRUE,FALSE
42:27.5,0.232164755,0.07983996,nan, nan,3.242584229,nan,TRUE,FALSE
42:27.5,0.232164755,0.07983996,nan, nan,3.242584229,nan,TRUE,FALSE
42:27.5,0.232686833,0.080097586,nan, nan,3.249099731,nan,TRUE,FALSE
42:27.5,0.232686833,0.080097586,nan, nan,3.249099731,nan,TRUE,FALSE
42:27.5,0.232686833,0.080097586,nan, nan,3.249099731,nan,TRUE,FALSE
42:27.5,0.233377114,0.080350727,nan, nan,3.264312744,nan,TRUE,FALSE
42:27.5,0.233377114,0.080350727,nan, nan,3.264312744,nan,TRUE,FALSE
42:27.5,0.233377114,0.080350727,nan, nan,3.264312744,nan,TRUE,FALSE
42:27.5,0.232324019,0.077717468,nan, nan,3.261688232,nan,TRUE,FALSE
42:27.5,0.232324019,0.077717468,nan, nan,3.261688232,nan,TRUE,FALSE
42:27.5,0.232324019,0.077717468,nan, nan,3.261688232,nan,TRUE,FALSE
42:27.6,0.231660187,0.075322233,nan, nan,3.270462036,nan,TRUE,FALSE
42:27.6,0.231660187,0.075322233,nan, nan,3.270462036,nan,TRUE,FALSE
42:27.6,0.231660187,0.075322233,nan, nan,3.270462036,nan,TRUE,FALSE
42:27.6,0.23318328,0.073664591,nan, nan,3.279022217,nan,TRUE,FALSE
42:27.6,0.23318328,0.073664591,nan, nan,3.279022217,nan,TRUE,FALSE
42:27.6,0.23318328,0.073664591,nan, nan,3.279022217,nan,TRUE,FALSE
42:27.6,0.234215662,0.068345264,nan, nan,3.275909424,nan,TRUE,FALSE
42:27.6,0.234215662,0.068345264,nan, nan,3.275909424,nan,TRUE,FALSE
42:27.6,0.234215662,0.068345264,nan, nan,3.275909424,nan,TRUE,FALSE
42:27.6,0.23422505,0.068148173,nan, nan,3.273773193,nan,TRUE,FALSE
42:27.6,0.23422505,0.068148173,nan, nan,3.273773193,nan,TRUE,FALSE
42:27.6,0.23422505,0.068148173,nan, nan,3.273773193,nan,TRUE,FALSE
42:27.6,0.232186988,0.067942142,nan, nan,3.276199341,nan,TRUE,FALSE
42:27.6,0.232186988,0.067942142,nan, nan,3.276199341,nan,TRUE,FALSE
42:27.6,0.232186988,0.067942142,nan, nan,3.276199341,nan,TRUE,FALSE
42:27.6,0.230656877,0.067348309,nan, nan,3.288757324,nan,TRUE,FALSE
42:27.6,0.230656877,0.067348309,nan, nan,3.288757324,nan,TRUE,FALSE
42:27.6,0.230656877,0.067348309,nan, nan,3.288757324,nan,TRUE,FALSE
42:27.7,0.232291028,0.06529282,nan, nan,3.291275024,nan,TRUE,FALSE
42:27.7,0.232291028,0.06529282,nan, nan,3.291275024,nan,TRUE,FALSE
42:27.7,0.232291028,0.06529282,nan, nan,3.291275024,nan,TRUE,FALSE
42:27.7,0.23270312,0.064684249,nan, nan,3.276885986,nan,TRUE,FALSE
42:27.7,0.23270312,0.064684249,nan, nan,3.276885986,nan,TRUE,FALSE
42:27.7,0.23270312,0.064684249,nan, nan,3.276885986,nan,TRUE,FALSE
42:27.7,0.234150693,0.064116128,nan, nan,3.270996094,nan,TRUE,FALSE
42:27.7,0.234150693,0.064116128,nan, nan,3.270996094,nan,TRUE,FALSE
42:27.7,0.234150693,0.064116128,nan, nan,3.270996094,nan,TRUE,FALSE
42:27.7,0.23474443,0.066787563,0.180156901,-0.024266761,3.262741089,3.11315918,TRUE,TRUE
42:27.7,0.23474443,0.066787563,0.180156901,-0.024266761,3.262741089,3.11315918,TRUE,TRUE
42:27.7,0.23474443,0.066787563,0.180156901,-0.024266761,3.262741089,3.11315918,TRUE,TRUE
42:27.7,0.236514255,0.092971109,0.180156901,-0.024266761,3.27142334,3.11315918,TRUE,TRUE
42:27.7,0.236514255,0.092971109,0.180156901,-0.024266761,3.27142334,3.11315918,TRUE,TRUE
42:27.7,0.236514255,0.092971109,0.180156901,-0.024266761,3.27142334,3.11315918,TRUE,TRUE
42:27.7,0.192340359,0.207218915,nan, nan,2.26751709,nan,TRUE,FALSE
42:27.7,0.192340359,0.207218915,nan, nan,2.26751709,nan,TRUE,FALSE
42:27.7,0.192340359,0.207218915,nan, nan,2.26751709,nan,TRUE,FALSE
42:27.8,0.250466794,0.088735342,0.254415363,-0.018236749,2.937255859,3.013824463,TRUE,TRUE
42:27.8,0.250466794,0.088735342,0.254415363,-0.018236749,2.937255859,3.013824463,TRUE,TRUE
42:27.8,0.250466794,0.088735342,0.254415363,-0.018236749,2.937255859,3.013824463,TRUE,TRUE
42:27.8,0.263902754,0.060028441,0.254415363,-0.018236749,3.176589966,3.013824463,TRUE,TRUE
42:27.8,0.263902754,0.060028441,0.254415363,-0.018236749,3.176589966,3.013824463,TRUE,TRUE
42:27.8,0.263902754,0.060028441,0.254415363,-0.018236749,3.176589966,3.013824463,TRUE,TRUE
42:27.8,0.266628444,0.048282348,nan, nan,3.240631104,nan,TRUE,FALSE
42:27.8,0.266628444,0.048282348,nan, nan,3.240631104,nan,TRUE,FALSE
42:27.8,0.266628444,0.048282348,nan, nan,3.240631104,nan,TRUE,FALSE
42:27.8,0.269250363,0.049318437,nan, nan,3.242965698,nan,TRUE,FALSE
42:27.8,0.269250363,0.049318437,nan, nan,3.242965698,nan,TRUE,FALSE
42:27.8,0.269250363,0.049318437,nan, nan,3.242965698,nan,TRUE,FALSE
42:27.8,0.269789964,0.049185261,nan, nan,3.249938965,nan,TRUE,FALSE
42:27.8,0.269789964,0.049185261,nan, nan,3.249938965,nan,TRUE,FALSE
42:27.8,0.269789964,0.049185261,nan, nan,3.249938965,nan,TRUE,FALSE
42:27.8,0.27033031,0.048084609,nan, nan,3.248703003,nan,TRUE,FALSE
42:27.8,0.27033031,0.048084609,nan, nan,3.248703003,nan,TRUE,FALSE
42:27.8,0.27033031,0.048084609,nan, nan,3.248703003,nan,TRUE,FALSE
42:27.9,0.269640326,0.049319528,nan, nan,3.248184204,nan,TRUE,FALSE
42:27.9,0.269640326,0.049319528,nan, nan,3.248184204,nan,TRUE,FALSE
42:27.9,0.269640326,0.049319528,nan, nan,3.248184204,nan,TRUE,FALSE
42:27.9,0.268608779,0.051208984,nan, nan,3.242630005,nan,TRUE,FALSE
42:27.9,0.268608779,0.051208984,nan, nan,3.242630005,nan,TRUE,FALSE
42:27.9,0.268608779,0.051208984,nan, nan,3.242630005,nan,TRUE,FALSE
42:27.9,0.268720418,0.050654929,nan, nan,3.25050354,nan,TRUE,FALSE
42:27.9,0.268720418,0.050654929,nan, nan,3.25050354,nan,TRUE,FALSE
42:27.9,0.268720418,0.050654929,nan, nan,3.25050354,nan,TRUE,FALSE
42:27.9,0.268669486,0.052547641,nan, nan,3.277114868,nan,TRUE,FALSE
42:27.9,0.268669486,0.052547641,nan, nan,3.277114868,nan,TRUE,FALSE
42:27.9,0.268669486,0.052547641,nan, nan,3.277114868,nan,TRUE,FALSE
42:27.9,0.26895988,0.051308129,nan, nan,3.287139893,nan,TRUE,FALSE
42:27.9,0.26895988,0.051308129,nan, nan,3.287139893,nan,TRUE,FALSE
42:27.9,0.26895988,0.051308129,nan, nan,3.287139893,nan,TRUE,FALSE
42:27.9,0.269252419,0.050740648,nan, nan,3.277206421,nan,TRUE,FALSE
42:27.9,0.269252419,0.050740648,nan, nan,3.277206421,nan,TRUE,FALSE
42:27.9,0.269252419,0.050740648,nan, nan,3.277206421,nan,TRUE,FALSE
42:28.0,0.269461542,0.055523563,nan, nan,3.276397705,nan,TRUE,FALSE
42:28.0,0.269461542,0.055523563,nan, nan,3.276397705,nan,TRUE,FALSE
42:28.0,0.269461542,0.055523563,nan, nan,3.276397705,nan,TRUE,FALSE
42:28.0,0.268449783,0.052881625,nan, nan,3.283538818,nan,TRUE,FALSE
42:28.0,0.268449783,0.052881625,nan, nan,3.283538818,nan,TRUE,FALSE
42:28.0,0.268449783,0.052881625,nan, nan,3.283538818,nan,TRUE,FALSE
42:28.0,0.268128633,0.048782799,nan, nan,3.294937134,nan,TRUE,FALSE
42:28.0,0.268128633,0.048782799,nan, nan,3.294937134,nan,TRUE,FALSE
42:28.0,0.268128633,0.048782799,nan, nan,3.294937134,nan,TRUE,FALSE
42:28.0,0.268435001,0.048729502,nan, nan,3.299545288,nan,TRUE,FALSE
42:28.0,0.268435001,0.048729502,nan, nan,3.299545288,nan,TRUE,FALSE
42:28.0,0.268435001,0.048729502,nan, nan,3.299545288,nan,TRUE,FALSE
42:28.0,0.269182593,0.050821699,nan, nan,3.302200317,nan,TRUE,FALSE
42:28.0,0.269182593,0.050821699,nan, nan,3.302200317,nan,TRUE,FALSE
42:28.0,0.269182593,0.050821699,nan, nan,3.302200317,nan,TRUE,FALSE
42:28.0,0.27031672,0.051861938,nan, nan,3.307785034,nan,TRUE,FALSE
42:28.0,0.27031672,0.051861938,nan, nan,3.307785034,nan,TRUE,FALSE
42:28.0,0.27031672,0.051861938,nan, nan,3.307785034,nan,TRUE,FALSE
42:28.1,0.271285206,0.052595947,nan, nan,3.326568604,nan,TRUE,FALSE
42:28.1,0.271285206,0.052595947,nan, nan,3.326568604,nan,TRUE,FALSE
42:28.1,0.271285206,0.052595947,nan, nan,3.326568604,nan,TRUE,FALSE
42:28.1,0.270725131,0.052397277,nan, nan,3.324508667,nan,TRUE,FALSE
42:28.1,0.270725131,0.052397277,nan, nan,3.324508667,nan,TRUE,FALSE
42:28.1,0.270725131,0.052397277,nan, nan,3.324508667,nan,TRUE,FALSE
42:28.1,0.270317912,0.05332524,nan, nan,3.333816528,nan,TRUE,FALSE
42:28.1,0.270317912,0.05332524,nan, nan,3.333816528,nan,TRUE,FALSE
42:28.1,0.270317912,0.05332524,nan, nan,3.333816528,nan,TRUE,FALSE
42:28.1,0.271975845,0.055070147,nan, nan,3.341079712,nan,TRUE,FALSE
42:28.1,0.271975845,0.055070147,nan, nan,3.341079712,nan,TRUE,FALSE
42:28.1,0.271975845,0.055070147,nan, nan,3.341079712,nan,TRUE,FALSE
42:28.1,0.274704158,0.0536745,nan, nan,3.351287842,nan,TRUE,FALSE
42:28.1,0.274704158,0.0536745,nan, nan,3.351287842,nan,TRUE,FALSE
42:28.1,0.274704158,0.0536745,nan, nan,3.351287842,nan,TRUE,FALSE
42:28.1,0.278172672,0.050109882,0.261409789,-0.005401414,3.35118103,3.215408325,TRUE,TRUE
42:28.1,0.278172672,0.050109882,0.261409789,-0.005401414,3.35118103,3.215408325,TRUE,TRUE
42:28.1,0.278172672,0.050109882,0.261409789,-0.005401414,3.35118103,3.215408325,TRUE,TRUE
42:28.2,0.282218546,0.06647779,0.325926244,-0.002063335,3.38319397,3.179412842,TRUE,TRUE
42:28.2,0.282218546,0.06647779,0.325926244,-0.002063335,3.38319397,3.179412842,TRUE,TRUE
42:28.2,0.282218546,0.06647779,0.325926244,-0.002063335,3.38319397,3.179412842,TRUE,TRUE
42:28.2,0.400822639,0.032918472,0.380652815,-0.004807181,3.493865967,3.188949585,TRUE,TRUE
42:28.2,0.400822639,0.032918472,0.380652815,-0.004807181,3.493865967,3.188949585,TRUE,TRUE
42:28.2,0.400822639,0.032918472,0.380652815,-0.004807181,3.493865967,3.188949585,TRUE,TRUE
42:28.2,0.411152512,0.031820204,0.406697184,-0.011315972,3.410949707,3.176620483,TRUE,TRUE
42:28.2,0.411152512,0.031820204,0.406697184,-0.011315972,3.410949707,3.176620483,TRUE,TRUE
42:28.2,0.411152512,0.031820204,0.406697184,-0.011315972,3.410949707,3.176620483,TRUE,TRUE
42:28.2,0.413869202,0.036449675,0.409378797,-0.003176532,3.381958008,3.137969971,TRUE,TRUE
42:28.2,0.413869202,0.036449675,0.409378797,-0.003176532,3.381958008,3.137969971,TRUE,TRUE
42:28.2,0.413869202,0.036449675,0.409378797,-0.003176532,3.381958008,3.137969971,TRUE,TRUE
42:28.2,0.415281266,0.050431915,0.409794033,0.006292718,3.353805542,3.096710205,TRUE,TRUE
42:28.2,0.415281266,0.050431915,0.409794033,0.006292718,3.353805542,3.096710205,TRUE,TRUE
42:28.2,0.415281266,0.050431915,0.409794033,0.006292718,3.353805542,3.096710205,TRUE,TRUE
42:28.2,0.416824192,0.052377667,0.413080245,0.013725496,3.328308105,3.085525513,TRUE,TRUE
42:28.2,0.416824192,0.052377667,0.413080245,0.013725496,3.328308105,3.085525513,TRUE,TRUE
42:28.2,0.416824192,0.052377667,0.413080245,0.013725496,3.328308105,3.085525513,TRUE,TRUE
42:28.3,0.420193821,0.059017595,0.41514194,0.019198356,3.289199829,3.057022095,TRUE,TRUE
42:28.3,0.420193821,0.059017595,0.41514194,0.019198356,3.289199829,3.057022095,TRUE,TRUE
42:28.3,0.420193821,0.059017595,0.41514194,0.019198356,3.289199829,3.057022095,TRUE,TRUE
42:28.3,0.420664907,0.061063867,0.415818691,0.01928935,3.274581909,3.033508301,TRUE,TRUE
42:28.3,0.420664907,0.061063867,0.415818691,0.01928935,3.274581909,3.033508301,TRUE,TRUE
42:28.3,0.420664907,0.061063867,0.415818691,0.01928935,3.274581909,3.033508301,TRUE,TRUE
42:28.3,0.421649069,0.06749174,0.416583598,0.024612894,3.243927002,3.008499146,TRUE,TRUE
42:28.3,0.421649069,0.06749174,0.416583598,0.024612894,3.243927002,3.008499146,TRUE,TRUE
42:28.3,0.421649069,0.06749174,0.416583598,0.024612894,3.243927002,3.008499146,TRUE,TRUE
42:28.3,0.423896611,0.071790695,0.419505954,0.026339306,3.248153687,2.981842041,TRUE,TRUE
42:28.3,0.423896611,0.071790695,0.419505954,0.026339306,3.248153687,2.981842041,TRUE,TRUE
42:28.3,0.423896611,0.071790695,0.419505954,0.026339306,3.248153687,2.981842041,TRUE,TRUE
42:28.3,0.42553854,0.072419517,0.421358317,0.030547401,3.233703613,2.964675903,TRUE,TRUE
42:28.3,0.42553854,0.072419517,0.421358317,0.030547401,3.233703613,2.964675903,TRUE,TRUE
42:28.3,0.42553854,0.072419517,0.421358317,0.030547401,3.233703613,2.964675903,TRUE,TRUE
42:28.3,0.425483584,0.07437548,0.420682311,0.032656647,3.212936401,2.967254639,TRUE,TRUE
42:28.3,0.425483584,0.07437548,0.420682311,0.032656647,3.212936401,2.967254639,TRUE,TRUE
42:28.3,0.425483584,0.07437548,0.420682311,0.032656647,3.212936401,2.967254639,TRUE,TRUE
42:28.4,0.426106185,0.075950645,0.422268897,0.033201311,3.185348511,2.946304321,TRUE,TRUE
42:28.4,0.426106185,0.075950645,0.422268897,0.033201311,3.185348511,2.946304321,TRUE,TRUE
42:28.4,0.426106185,0.075950645,0.422268897,0.033201311,3.185348511,2.946304321,TRUE,TRUE
42:28.4,0.427365929,0.077750288,0.42152825,0.036592305,3.177520752,2.926956177,TRUE,TRUE
42:28.4,0.427365929,0.077750288,0.42152825,0.036592305,3.177520752,2.926956177,TRUE,TRUE
42:28.4,0.427365929,0.077750288,0.42152825,0.036592305,3.177520752,2.926956177,TRUE,TRUE
42:28.4,0.424668401,0.085195236,0.423791051,0.043385338,3.162384033,2.918548584,TRUE,TRUE
42:28.4,0.424668401,0.085195236,0.423791051,0.043385338,3.162384033,2.918548584,TRUE,TRUE
42:28.4,0.424668401,0.085195236,0.423791051,0.043385338,3.162384033,2.918548584,TRUE,TRUE
42:28.4,0.426106781,0.086399369,0.425998092,0.046763994,3.150421143,2.914978027,TRUE,TRUE
42:28.4,0.426106781,0.086399369,0.425998092,0.046763994,3.150421143,2.914978027,TRUE,TRUE
42:28.4,0.426106781,0.086399369,0.425998092,0.046763994,3.150421143,2.914978027,TRUE,TRUE
42:28.4,0.430260032,0.087066345,0.424826503,0.048470341,3.137313843,2.903610229,TRUE,TRUE
42:28.4,0.430260032,0.087066345,0.424826503,0.048470341,3.137313843,2.903610229,TRUE,TRUE
42:28.4,0.430260032,0.087066345,0.424826503,0.048470341,3.137313843,2.903610229,TRUE,TRUE
42:28.4,0.439116359,0.0852217,0.436775804,0.047151223,3.140731812,2.891372681,TRUE,TRUE
42:28.4,0.439116359,0.0852217,0.436775804,0.047151223,3.140731812,2.891372681,TRUE,TRUE
42:28.4,0.439116359,0.0852217,0.436775804,0.047151223,3.140731812,2.891372681,TRUE,TRUE
42:28.5,0.457723379,0.087488361,0.454515219,0.048754372,3.123886108,2.891937256,TRUE,TRUE
42:28.5,0.457723379,0.087488361,0.454515219,0.048754372,3.123886108,2.891937256,TRUE,TRUE
42:28.5,0.457723379,0.087488361,0.454515219,0.048754372,3.123886108,2.891937256,TRUE,TRUE
42:28.5,0.460387975,0.089530557,0.458865106,0.052398466,3.106506348,2.877548218,TRUE,TRUE
42:28.5,0.460387975,0.089530557,0.458865106,0.052398466,3.106506348,2.877548218,TRUE,TRUE
42:28.5,0.460387975,0.089530557,0.458865106,0.052398466,3.106506348,2.877548218,TRUE,TRUE
42:28.5,0.46160838,0.086795352,0.459558696,0.053688016,3.101013184,2.868606567,TRUE,TRUE
42:28.5,0.46160838,0.086795352,0.459558696,0.053688016,3.101013184,2.868606567,TRUE,TRUE
42:28.5,0.46160838,0.086795352,0.459558696,0.053688016,3.101013184,2.868606567,TRUE,TRUE
42:28.5,0.461434335,0.086841509,0.458570182,0.054488722,3.099868774,2.863189697,TRUE,TRUE
42:28.5,0.461434335,0.086841509,0.458570182,0.054488722,3.099868774,2.863189697,TRUE,TRUE
42:28.5,0.461434335,0.086841509,0.458570182,0.054488722,3.099868774,2.863189697,TRUE,TRUE
42:28.5,0.457355171,0.087491885,0.460296154,0.055149902,3.077224731,2.854782104,TRUE,TRUE
42:28.5,0.457355171,0.087491885,0.460296154,0.055149902,3.077224731,2.854782104,TRUE,TRUE
42:28.5,0.457355171,0.087491885,0.460296154,0.055149902,3.077224731,2.854782104,TRUE,TRUE
42:28.5,0.457539022,0.088619448,0.459648073,0.057987578,3.072662354,2.852340698,TRUE,TRUE
42:28.5,0.457539022,0.088619448,0.459648073,0.057987578,3.072662354,2.852340698,TRUE,TRUE
42:28.5,0.457539022,0.088619448,0.459648073,0.057987578,3.072662354,2.852340698,TRUE,TRUE
42:28.6,0.460267305,0.09105894,0.457213521,0.058942955,3.06729126,2.851150513,TRUE,TRUE
42:28.6,0.460267305,0.09105894,0.457213521,0.058942955,3.06729126,2.851150513,TRUE,TRUE
42:28.6,0.460267305,0.09105894,0.457213521,0.058942955,3.06729126,2.851150513,TRUE,TRUE
42:28.6,0.460483432,0.089828953,0.45852989,0.061748616,3.057342529,2.854354858,TRUE,TRUE
42:28.6,0.460483432,0.089828953,0.45852989,0.061748616,3.057342529,2.854354858,TRUE,TRUE
42:28.6,0.460483432,0.089828953,0.45852989,0.061748616,3.057342529,2.854354858,TRUE,TRUE
42:28.6,0.462077677,0.087572433,0.459055454,0.068196952,3.036758423,2.849624634,TRUE,TRUE
42:28.6,0.462077677,0.087572433,0.459055454,0.068196952,3.036758423,2.849624634,TRUE,TRUE
42:28.6,0.462077677,0.087572433,0.459055454,0.068196952,3.036758423,2.849624634,TRUE,TRUE
42:28.6,0.46172303,0.090672016,0.460122883,0.06733112,3.036010742,2.837600708,TRUE,TRUE
42:28.6,0.46172303,0.090672016,0.460122883,0.06733112,3.036010742,2.837600708,TRUE,TRUE
42:28.6,0.46172303,0.090672016,0.460122883,0.06733112,3.036010742,2.837600708,TRUE,TRUE
42:28.6,0.461334884,0.095901795,0.460099727,0.066775657,3.023635864,2.826522827,TRUE,TRUE
42:28.6,0.461334884,0.095901795,0.460099727,0.066775657,3.023635864,2.826522827,TRUE,TRUE
42:28.6,0.461334884,0.095901795,0.460099727,0.066775657,3.023635864,2.826522827,TRUE,TRUE
42:28.6,0.461708784,0.097441211,0.4602516,0.067146808,3.015274048,2.832199097,TRUE,TRUE
42:28.6,0.461708784,0.097441211,0.4602516,0.067146808,3.015274048,2.832199097,TRUE,TRUE
42:28.6,0.461708784,0.097441211,0.4602516,0.067146808,3.015274048,2.832199097,TRUE,TRUE
42:28.7,0.462933481,0.096122727,0.45989415,0.067026913,3.014816284,2.818984985,TRUE,TRUE
42:28.7,0.462933481,0.096122727,0.45989415,0.067026913,3.014816284,2.818984985,TRUE,TRUE
42:28.7,0.462933481,0.096122727,0.45989415,0.067026913,3.014816284,2.818984985,TRUE,TRUE
42:28.7,0.462729931,0.096122853,0.458613127,0.068079025,3.006881714,2.805679321,TRUE,TRUE
42:28.7,0.462729931,0.096122853,0.458613127,0.068079025,3.006881714,2.805679321,TRUE,TRUE
42:28.7,0.462729931,0.096122853,0.458613127,0.068079025,3.006881714,2.805679321,TRUE,TRUE
42:28.7,0.465115041,0.100953564,0.457839847,0.068376996,2.979675293,2.808776855,TRUE,TRUE
42:28.7,0.465115041,0.100953564,0.457839847,0.068376996,2.979675293,2.808776855,TRUE,TRUE
42:28.7,0.465115041,0.100953564,0.457839847,0.068376996,2.979675293,2.808776855,TRUE,TRUE
42:28.7,0.465641797,0.10016568,0.459508449,0.071833849,2.976043701,2.803665161,TRUE,TRUE
42:28.7,0.465641797,0.10016568,0.459508449,0.071833849,2.976043701,2.803665161,TRUE,TRUE
42:28.7,0.465641797,0.10016568,0.459508449,0.071833849,2.976043701,2.803665161,TRUE,TRUE
42:28.7,0.464627385,0.099055558,0.460332304,0.074446492,2.978378296,2.792053223,TRUE,TRUE
42:28.7,0.464627385,0.099055558,0.460332304,0.074446492,2.978378296,2.792053223,TRUE,TRUE
42:28.7,0.464627385,0.099055558,0.460332304,0.074446492,2.978378296,2.792053223,TRUE,TRUE
42:28.7,0.465672612,0.099246964,0.459301084,0.075621799,2.979827881,2.783340454,TRUE,TRUE
42:28.7,0.465672612,0.099246964,0.459301084,0.075621799,2.979827881,2.783340454,TRUE,TRUE
42:28.7,0.465672612,0.099246964,0.459301084,0.075621799,2.979827881,2.783340454,TRUE,TRUE
42:28.8,0.463658154,0.112117678,0.459094435,0.079509333,2.971191406,2.780044556,TRUE,TRUE
42:28.8,0.463658154,0.112117678,0.459094435,0.079509333,2.971191406,2.780044556,TRUE,TRUE
42:28.8,0.463658154,0.112117678,0.459094435,0.079509333,2.971191406,2.780044556,TRUE,TRUE
