2021-05-14 10:14:30.061915,35.6818905,139.7677372,2,75,285.59,90,7Bo4nn9EfYkz-rdzbsKfvw,https://www.google.com/maps/@35.6818905,139.7677372,2a,75y,285.59h,90t/data=!3m6!1e1!3m4!1s7Bo4nn9EfYkz-rdzbsKfvw!2e0!7i13312!8i6656
2021-05-14 10:14:32.362105,35.6818973,139.7677009,2,75,285.59,90,DSSW3-Ba0_LXifmOIlqGbQ,https://www.google.com/maps/@35.6818973,139.7677009,2a,75y,285.59h,90t/data=!3m6!1e1!3m4!1sDSSW3-Ba0_LXifmOIlqGbQ!2e0!7i13312!8i6656
2021-05-14 10:14:33.664514,35.6819062,139.7676692,2,75,285.59,90,OzNk__GpWXGr-AZPTFrehQ,https://www.google.com/maps/@35.6819062,139.7676692,2a,75y,285.59h,90t/data=!3m6!1e1!3m4!1sOzNk__GpWXGr-AZPTFrehQ!2e0!7i13312!8i6656
2021-05-14 10:14:35.880201,35.6819173,139.7676336,2,75,285.59,90,8PXGZrEDzwsiMIW7YDyK_Q,https://www.google.com/maps/@35.6819173,139.7676336,2a,75y,285.59h,90t/data=!3m6!1e1!3m4!1s8PXGZrEDzwsiMIW7YDyK_Q!2e0!7i13312!8i6656
2021-05-14 10:14:40.065441,35.6819266,139.7675971,2,75,285.59,90,ZP0jpwMOMlI98rv61nNHSQ,https://www.google.com/maps/@35.6819266,139.7675971,2a,75y,285.59h,90t/data=!3m6!1e1!3m4!1sZP0jpwMOMlI98rv61nNHSQ!2e0!7i13312!8i6656
2021-05-14 10:14:42.846908,35.6819266,139.7675971,2,75,292.6,90,ZP0jpwMOMlI98rv61nNHSQ,https://www.google.com/maps/@35.6819266,139.7675971,2a,75y,292.6h,90t/data=!3m6!1e1!3m4!1sZP0jpwMOMlI98rv61nNHSQ!2e0!7i13312!8i6656
2021-05-14 10:14:43.711487,35.6819266,139.7675971,2,75,299.87,90,ZP0jpwMOMlI98rv61nNHSQ,https://www.google.com/maps/@35.6819266,139.7675971,2a,75y,299.87h,90t/data=!3m6!1e1!3m4!1sZP0jpwMOMlI98rv61nNHSQ!2e0!7i13312!8i6656
2021-05-14 10:14:44.893362,35.6819355,139.7675625,2,75,299.87,90,897Qk7Djww5VYSYoJleJew,https://www.google.com/maps/@35.6819355,139.7675625,2a,75y,299.87h,90t/data=!3m6!1e1!3m4!1s897Qk7Djww5VYSYoJleJew!2e0!7i13312!8i6656
2021-05-14 10:14:46.031282,35.6819355,139.7675625,2,75,318.8,90,897Qk7Djww5VYSYoJleJew,https://www.google.com/maps/@35.6819355,139.7675625,2a,75y,318.8h,90t/data=!3m6!1e1!3m4!1s897Qk7Djww5VYSYoJleJew!2e0!7i13312!8i6656
2021-05-14 10:14:48.930007,35.6819355,139.7675625,2,75,327.44,90,897Qk7Djww5VYSYoJleJew,https://www.google.com/maps/@35.6819355,139.7675625,2a,75y,327.44h,90t/data=!3m6!1e1!3m4!1s897Qk7Djww5VYSYoJleJew!2e0!7i13312!8i6656
2021-05-14 10:14:49.731992,35.6819355,139.7675625,2,75,328.63,90,897Qk7Djww5VYSYoJleJew,https://www.google.com/maps/@35.6819355,139.7675625,2a,75y,328.63h,90t/data=!3m6!1e1!3m4!1s897Qk7Djww5VYSYoJleJew!2e0!7i13312!8i6656
2021-05-14 10:14:50.341140,35.6819489,139.7675318,2,75,328.63,90,DIFmzyDhZtFH1tCkdDJ9zg,https://www.google.com/maps/@35.6819489,139.7675318,2a,75y,328.63h,90t/data=!3m6!1e1!3m4!1sDIFmzyDhZtFH1tCkdDJ9zg!2e0!7i13312!8i6656
2021-05-14 10:14:52.615874,35.6819489,139.7675318,2,75,333.88,90,DIFmzyDhZtFH1tCkdDJ9zg,https://www.google.com/maps/@35.6819489,139.7675318,2a,75y,333.88h,90t/data=!3m6!1e1!3m4!1sDIFmzyDhZtFH1tCkdDJ9zg!2e0!7i13312!8i6656
2021-05-14 10:14:53.384831,35.6819489,139.7675318,2,75,342.65,90,DIFmzyDhZtFH1tCkdDJ9zg,https://www.google.com/maps/@35.6819489,139.7675318,2a,75y,342.65h,90t/data=!3m6!1e1!3m4!1sDIFmzyDhZtFH1tCkdDJ9zg!2e0!7i13312!8i6656
2021-05-14 10:14:54.663442,35.6819793,139.7675422,2,75,342.65,90,CWddKxlLU1nDaPfwd-96Sg,https://www.google.com/maps/@35.6819793,139.7675422,2a,75y,342.65h,90t/data=!3m6!1e1!3m4!1sCWddKxlLU1nDaPfwd-96Sg!2e0!7i13312!8i6656
2021-05-14 10:14:58.215423,35.6819793,139.7675422,2,75,350.92,90,CWddKxlLU1nDaPfwd-96Sg,https://www.google.com/maps/@35.6819793,139.7675422,2a,75y,350.92h,90t/data=!3m6!1e1!3m4!1sCWddKxlLU1nDaPfwd-96Sg!2e0!7i13312!8i6656
2021-05-14 10:15:00.062961,35.6820073,139.767545,2,75,350.92,90,3qXvGNo3l83u1Zr8WnYvHg,https://www.google.com/maps/@35.6820073,139.767545,2a,75y,350.92h,90t/data=!3m6!1e1!3m4!1s3qXvGNo3l83u1Zr8WnYvHg!2e0!7i13312!8i6656
